goal	rule	score
p4(X112, X112)	p4(a46, a46)	0
p2(a48, X0)	p2(X6, X4) :- p6(X6)	0
p9(X70, a91)	p9(a25, a91)	0
p1(a11, a81)	p1(X9, X6) :- p0(X6, X9)	0
p3(a3, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X21, a13)	p4(a89, a13)	0
p9(X3, a34)	p9(a82, a34)	0
p3(a54, a17)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X72, a91)	p9(a52, a91)	0
p0(a0, X0)	p0(X3, X7) :- p4(a46, X7)	0
p1(X8, a58)	p1(a90, X7) :- p0(a93, X7), p8(a90), p8(a90)	0
p7(a60)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p8(a97)	p8(X5) :- p8(X5)	0
p4(X26, a13)	p4(a80, a13)	0
p9(X3, X3)	p9(a48, a48)	0
p6(a29)	p6(X8) :- p1(a11, X8)	0
p4(a14, X18)	p4(a14, a49)	0
p7(a93)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p4(a14, X15)	p4(a14, a70)	0
p4(a14, X10)	p4(a14, a36)	0
p4(a92, X12)	p4(a92, a37)	0
p4(X19, X19)	p4(a46, a46)	0
p4(a14, X38)	p4(a14, a62)	0
p3(a84, a17)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X18)	p4(a14, a31)	0
p0(a69, a40)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X31)	p4(a14, a39)	0
p5(a81)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p0(X5, a11)	p0(X5, X9) :- p9(X9, a70)	0
p3(X0, a54)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p5(a91)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p9(X81, X81)	p9(a8, a8)	0
p8(a26)	p8(X5) :- p8(X5)	0
p3(X0, X8)	p3(a91, X3) :- p5(X3), p6(X3)	0
p1(a11, a97)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p4(a14, X38)	p4(a14, a59)	0
p0(a47, a11)	p0(X5, X9) :- p9(X9, a70)	0
p4(X27, a13)	p4(a22, a13)	0
p4(a14, X11)	p4(a14, a87)	0
p1(X0, X2)	p1(X0, X8) :- p3(a18, X8)	0
p4(a80, a13)	p4(a80, a13)	0
p0(X0, a5)	p0(X3, X7) :- p4(a46, X7)	0
p7(a36)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p0(a69, a65)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X35)	p4(a14, a36)	0
p9(X82, a34)	p9(a26, a34)	0
p3(a18, X9)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X8, X0)	p0(X3, X7) :- p4(a46, X7)	0
p3(a85, a92)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a50)	p8(X5) :- p8(X5)	0
p3(a84, a35)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X113, X113)	p4(a35, a35)	0
p3(a18, a90)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a87)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p4(X29, a13)	p4(a83, a13)	0
p4(a14, X31)	p4(a14, a51)	0
p6(a90)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p3(a18, a46)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p2(a55, X0)	p2(X6, X4) :- p6(X6)	0
p6(a81)	p6(X8) :- p1(a11, X8)	0
p5(a20)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p7(a77)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p4(a14, X110)	p4(a14, a53)	0
p3(a94, a97)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X0, X6)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p0(X0, a52)	p0(X3, X7) :- p4(a46, X7)	0
p0(a69, a50)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a38)	p1(X9, X6) :- p0(X6, X9)	0
p9(X74, a91)	p9(a60, a91)	0
p4(X27, a13)	p4(a8, a13)	0
p3(a17, a73)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a39, a73)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a80, a11)	p0(X5, X9) :- p9(X9, a70)	0
p0(X0, a24)	p0(X3, X7) :- p4(a46, X7)	0
p0(X4, X8)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p3(a64, a11)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a48, a29)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X310)	p4(a14, a60)	0
p8(a17)	p8(X5) :- p8(X5)	0
p9(X7, X7)	p9(a22, a22)	0
p3(a3, a7)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(X1, X0)	p3(a61, a98) :- p9(a89, X0), p9(a90, a89), p7(a98), p3(a98, a89)	0
p0(a49, a11)	p0(X5, X9) :- p9(X9, a70)	0
p0(a53, a11)	p0(X5, X9) :- p9(X9, a70)	0
p1(X5, X6)	p1(a90, X7) :- p0(a93, X7), p8(a90), p8(a90)	0
p0(X0, a28)	p0(X5, X9) :- p9(X9, a70)	0
p3(a39, a31)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a13)	p8(X5) :- p8(X5)	0
p1(a11, a22)	p1(X0, X8) :- p3(a18, X8)	0
p7(a14)	p7(X6) :- p8(X6)	0
p2(X4, X0)	p2(a16, a35) :- p1(a35, a10), p5(a16)	0
p3(a66, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a34, a11)	p0(X5, X9) :- p9(X9, a70)	0
p5(a64)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p9(X81, a34)	p9(a59, a34)	0
p3(a66, a48)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a17, X0)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, a81)	p4(a14, a81)	0
p1(a11, a63)	p1(X0, X8) :- p3(a18, X8)	0
p4(X18, X18)	p4(a58, a58)	0
p0(a85, a11)	p0(X3, X7) :- p4(a46, X7)	0
p4(X17, X17)	p4(a94, a94)	0
p3(a94, a92)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(X6)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p9(X30, a34)	p9(a82, a34)	0
p2(X4, X8)	p2(a96, X9) :- p4(a96, X8)	0
p3(X0, X1)	p3(a61, a98) :- p9(a89, X0), p9(a90, a89), p7(a98), p3(a98, a89)	0
p0(X6, X2)	p0(X3, X7) :- p4(a46, X7)	0
p1(a11, a37)	p1(X9, X6) :- p0(X6, X9)	0
p4(a92, X11)	p4(a92, a13)	0
p3(a48, a92)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X111)	p4(a14, a35)	0
p8(a65)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p8(a65)	p8(X5) :- p8(X5)	0
p4(a14, X95)	p4(a14, a9)	0
p7(a48)	p7(X1) :- p9(a35, X1), p5(a35)	0
p3(a81, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X17)	p4(a14, a62)	0
p4(a92, a13)	p4(a92, a13)	0
p6(a36)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p0(a69, a94)	p0(X5, X9) :- p9(X9, a70)	0
p3(a54, a11)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a49, a96)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X0, a87)	p0(X5, X9) :- p9(X9, a70)	0
p0(a69, a63)	p0(X5, X9) :- p9(X9, a70)	0
p6(a1)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p4(X24, a13)	p4(a47, a13)	0
p0(X0, X7)	p0(X5, X9) :- p9(X9, a70)	0
p4(X11, X11)	p4(a99, a99)	0
p8(X7)	p8(a86) :- p5(a86), p5(a86)	0
p0(a69, a94)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X12)	p4(a14, a3)	0
p4(a14, X94)	p4(a14, a17)	0
p5(X4)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p3(a84, a81)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X10)	p4(a14, a57)	0
p5(X5)	p5(a94) :- p7(a94), p5(a94)	0
p0(X0, X7)	p0(X3, X7) :- p4(a46, X7)	0
p5(a61)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p0(X0, a0)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p3(a73, a39)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X35)	p4(a14, a90)	0
p9(X56, X36)	p9(a79, a90)	0
p0(X0, a41)	p0(X5, X9) :- p9(X9, a70)	0
p4(X21, a13)	p4(a52, a13)	0
p3(a55, a39)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X38)	p4(a14, a31)	0
p0(a69, a11)	p0(X5, X9) :- p9(X9, a70)	0
p9(X81, a34)	p9(a51, a34)	0
p7(X0)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p1(a11, a37)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p0(a66, X0)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X33)	p4(a14, a49)	0
p4(a14, X15)	p4(a14, a39)	0
p4(X213, a13)	p4(a51, a13)	0
p4(a92, X15)	p4(a92, a28)	0
p4(X25, a13)	p4(a53, a13)	0
p6(a30)	p6(X8) :- p1(a11, X8)	0
p9(X74, a91)	p9(a41, a91)	0
p9(X3, a34)	p9(a36, a34)	0
p1(a11, a17)	p1(X3, X1) :- p4(X1, X7)	0
p3(X4, X8)	p3(a61, a98) :- p9(a89, X0), p9(a90, a89), p7(a98), p3(a98, a89)	0
p7(X3)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p5(a46)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p1(X0, X3)	p1(a90, X7) :- p0(a93, X7), p8(a90), p8(a90)	0
p1(a11, a14)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p4(a14, X37)	p4(a14, a52)	0
p3(X0, a17)	p3(a91, X3) :- p5(X3), p6(X3)	0
p9(X84, X84)	p9(a57, a57)	0
p2(X7, X1)	p2(a96, X9) :- p4(a96, X8)	0
p4(a14, X36)	p4(a14, a80)	0
p9(X70, a91)	p9(a40, a91)	0
p9(X83, X83)	p9(a26, a26)	0
p7(a59)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p8(a57)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p9(X82, X82)	p9(a49, a49)	0
p8(a57)	p8(X5) :- p8(X5)	0
p0(a69, a28)	p0(X5, X9) :- p9(X9, a70)	0
p7(a55)	p7(X4) :- p7(X4), p2(X4, X7)	0
p3(a3, a38)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X73, a91)	p9(a92, a91)	0
p2(X4, a93)	p2(X6, X4) :- p6(X6)	0
p4(a14, X95)	p4(a14, a54)	0
p0(X0, a9)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p1(a11, a80)	p1(X9, X6) :- p0(X6, X9)	0
p4(a14, X36)	p4(a14, a20)	0
p4(a14, X13)	p4(a14, a8)	0
p3(a18, a47)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, X9)	p1(X0, X8) :- p3(a18, X8)	0
p3(a55, a91)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X19)	p4(a14, a63)	0
p3(a73, a77)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p2(a17, a93)	p2(X6, X4) :- p6(X6)	0
p3(X0, a29)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X11)	p4(a14, a60)	0
p3(a31, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X311)	p4(a14, a70)	0
p3(a85, a31)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X36)	p4(a14, a47)	0
p4(a14, X99)	p4(a14, a18)	0
p5(a24)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p9(X8, X8)	p9(a73, a73)	0
p1(a11, a55)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p4(X212, a13)	p4(a47, a13)	0
p1(a11, a1)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p4(X211, a13)	p4(a20, a13)	0
p5(a62)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p1(a11, a24)	p1(X3, X1) :- p4(X1, X7)	0
p4(X112, X112)	p4(a39, a39)	0
p9(X84, a34)	p9(a26, a34)	0
p9(X82, a34)	p9(a7, a34)	0
p0(a67, X0)	p0(X3, X7) :- p4(a46, X7)	0
p1(X0, X4)	p1(a47, a96) :- p8(a96), p3(X5, a96)	0
p7(a65)	p7(X4) :- p7(X4), p2(X4, X7)	0
p0(a69, a10)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a26)	p1(X9, X6) :- p0(X6, X9)	0
p4(a14, X311)	p4(a14, a20)	0
p8(a82)	p8(X5) :- p8(X5)	0
p4(X26, a13)	p4(a52, a13)	0
p9(X85, a34)	p9(a20, a34)	0
p4(a14, X111)	p4(a14, a87)	0
p4(X21, a13)	p4(a63, a13)	0
p3(a48, a39)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a18, a7)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a49, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X25, a13)	p4(a35, a13)	0
p4(a14, X37)	p4(a14, a89)	0
p6(a63)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p4(a14, a49)	p4(a14, a49)	0
p4(a14, X39)	p4(a14, a37)	0
p4(a14, X30)	p4(a14, a20)	0
p1(a11, a51)	p1(X0, X8) :- p3(a18, X8)	0
p0(a69, a24)	p0(X3, X7) :- p4(a46, X7)	0
p7(a79)	p7(X6) :- p8(X6)	0
p9(a17, a91)	p9(a17, a91)	0
p3(a94, a9)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a85)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p7(a97)	p7(X6) :- p8(X6)	0
p9(X0, a91)	p9(a60, a91)	0
p0(X0, a34)	p0(X5, X9) :- p9(X9, a70)	0
p4(X113, X113)	p4(a12, a12)	0
p9(X54, X34)	p9(a46, a95)	0
p6(a11)	p6(X8) :- p1(a11, X8)	0
p7(a30)	p7(X1) :- p9(a35, X1), p5(a35)	0
p9(X3, X3)	p9(a73, a73)	0
p4(X24, a13)	p4(a3, a13)	0
p3(a3, a96)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X35)	p4(a14, a55)	0
p0(a50, a11)	p0(X5, X9) :- p9(X9, a70)	0
p0(a69, a3)	p0(X3, X7) :- p4(a46, X7)	0
p9(a16, a91)	p9(a16, a91)	0
p1(a11, a33)	p1(X3, X1) :- p4(X1, X7)	0
p5(a30)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p4(a14, X37)	p4(a14, a22)	0
p4(a14, X310)	p4(a14, a57)	0
p9(X82, X82)	p9(a63, a63)	0
p1(a11, a58)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p3(a17, a35)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a39, a35)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(X0, a57)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X32)	p4(a14, a60)	0
p4(X24, a13)	p4(a51, a13)	0
p4(a14, X93)	p4(a14, a85)	0
p9(X6, a34)	p9(a31, a34)	0
p4(a14, X12)	p4(a14, a47)	0
p9(X30, a34)	p9(a36, a34)	0
p2(X2, X0)	p2(a5, X6) :- p0(a5, a90), p2(X6, X3), p4(a5, a88)	0
p3(X0, a49)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p6(X2)	p6(X8) :- p1(a11, X8)	0
p3(a49, a11)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a53)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p9(X5, a91)	p9(a52, a91)	0
p0(a69, a8)	p0(X5, X9) :- p9(X9, a70)	0
p8(a94)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p4(X13, X13)	p4(a70, a70)	0
p9(X83, a34)	p9(a39, a34)	0
p4(a14, X18)	p4(a14, a3)	0
p4(a92, X15)	p4(a92, a63)	0
p0(X0, a7)	p0(X5, X9) :- p9(X9, a70)	0
p3(a81, a91)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, X2)	p1(X0, X8) :- p3(a18, X8)	0
p0(X0, X4)	p0(X3, X7) :- p4(a46, X7)	0
p0(a7, a11)	p0(X5, X9) :- p9(X9, a70)	0
p0(X0, a55)	p0(X3, X7) :- p4(a46, X7)	0
p9(X510, X310)	p9(a0, a60)	0
p3(a9, a97)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a42)	p8(X5) :- p8(X5)	0
p6(a67)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p9(X511, X311)	p9(a57, a80)	0
p2(a70, X0)	p2(X6, X4) :- p6(X6)	0
p2(X8, X0)	p2(X6, X4) :- p6(X6)	0
p4(a14, X911)	p4(a14, a18)	0
p8(a83)	p8(X5) :- p8(X5)	0
p3(a64, a31)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a73)	p1(X3, X1) :- p4(X1, X7)	0
p4(X211, a13)	p4(a8, a13)	0
p4(a14, X37)	p4(a14, a48)	0
p4(a14, X19)	p4(a14, a73)	0
p4(X28, a13)	p4(a31, a13)	0
p3(X0, a9)	p3(a91, X3) :- p5(X3), p6(X3)	0
p5(a35)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p0(a8, X0)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a89)	p1(X9, X6) :- p0(X6, X9)	0
p9(X0, X0)	p9(a62, a62)	0
p0(X0, a35)	p0(X5, X9) :- p9(X9, a70)	0
p7(a3)	p7(X4) :- p7(X4), p2(X4, X7)	0
p3(a54, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a69, a93)	p0(X5, X9) :- p9(X9, a70)	0
p3(a77, a23)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a91)	p7(X1) :- p9(a35, X1), p5(a35)	0
p4(X29, a13)	p4(a22, a13)	0
p4(X211, a13)	p4(a43, a13)	0
p0(X5, a11)	p0(X3, X7) :- p4(a46, X7)	0
p0(a65, X0)	p0(X5, X9) :- p9(X9, a70)	0
p3(a54, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X58, X38)	p9(a33, a30)	0
p0(X0, a36)	p0(X5, X9) :- p9(X9, a70)	0
p9(X0, a91)	p9(a41, a91)	0
p7(a52)	p7(X6) :- p8(X6)	0
p4(X212, a13)	p4(a51, a13)	0
p0(a47, a11)	p0(X3, X7) :- p4(a46, X7)	0
p3(X0, a26)	p3(a91, X3) :- p5(X3), p6(X3)	0
p3(a84, a66)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a69, a69)	p0(X5, X9) :- p9(X9, a70)	0
p3(a77, a48)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X14, X14)	p4(a70, a70)	0
p3(X0, X8)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a80)	p7(X1) :- p9(a35, X1), p5(a35)	0
p8(a43)	p8(X5) :- p8(X5)	0
p1(a11, a93)	p1(X9, X6) :- p0(X6, X9)	0
p1(a11, a67)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p4(X17, X17)	p4(a58, a58)	0
p1(a11, a15)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p7(a39)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p4(X210, a13)	p4(a22, a13)	0
p4(X17, X17)	p4(a39, a39)	0
p4(a14, X15)	p4(a14, a22)	0
p4(a92, X14)	p4(a92, a62)	0
p1(a11, X5)	p1(X9, X6) :- p0(X6, X9)	0
p5(a22)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p4(a14, X13)	p4(a14, a26)	0
p1(a11, a24)	p1(X0, X8) :- p3(a18, X8)	0
p0(X0, a3)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p7(X4)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p6(a24)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p4(a14, X12)	p4(a14, X12)	0
p4(a14, X19)	p4(a14, a49)	0
p4(a14, X18)	p4(a14, a80)	0
p9(X52, X32)	p9(a17, a86)	0
p9(X55, X35)	p9(a17, a86)	0
p9(a26, a91)	p9(a26, a91)	0
p0(a69, a50)	p0(X3, X7) :- p4(a46, X7)	0
p4(X11, X11)	p4(a70, a70)	0
p0(a66, a11)	p0(X3, X7) :- p4(a46, X7)	0
p7(a15)	p7(X1) :- p9(a35, X1), p5(a35)	0
p7(a99)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p6(a35)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p4(a14, X11)	p4(a14, a57)	0
p9(X84, a34)	p9(a7, a34)	0
p0(a49, a11)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X36)	p4(a14, a92)	0
p9(X70, a91)	p9(a48, a91)	0
p9(X81, X81)	p9(a59, a59)	0
p4(a14, X19)	p4(a14, a7)	0
p2(a84, a93)	p2(X6, X4) :- p6(X6)	0
p0(X0, a60)	p0(X3, X7) :- p4(a46, X7)	0
p6(a16)	p6(X8) :- p1(a11, X8)	0
p4(a14, X18)	p4(a14, a47)	0
p0(a57, X0)	p0(X3, X7) :- p4(a46, X7)	0
p5(a3)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p9(X71, a91)	p9(a52, a91)	0
p9(X7, X7)	p9(a82, a82)	0
p4(X22, a13)	p4(a35, a13)	0
p9(X5, a91)	p9(a17, a91)	0
p4(X210, a13)	p4(a43, a13)	0
p4(a14, X32)	p4(a14, a47)	0
p9(X52, X32)	p9(a79, a90)	0
p3(a7, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X0, a93)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p9(X55, X35)	p9(a79, a90)	0
p2(a53, X0)	p2(X6, X4) :- p6(X6)	0
p4(X27, a13)	p4(a20, a13)	0
p4(X19, X19)	p4(a99, a99)	0
p9(X85, X85)	p9(a26, a26)	0
p3(X0, X6)	p3(a61, a98) :- p9(a89, X0), p9(a90, a89), p7(a98), p3(a98, a89)	0
p4(X22, a13)	p4(a31, a13)	0
p9(X3, a91)	p9(a25, a91)	0
p4(X25, a13)	p4(a59, a13)	0
p0(X0, a53)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p3(X0, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X24, a13)	p4(a48, a13)	0
p3(a73, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a46)	p1(X3, X1) :- p4(X1, X7)	0
p9(X5, X0)	p9(a38, a89) :- p9(a38, X5)	0
p3(a64, a3)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X513, X313)	p9(a97, a28)	0
p0(X0, a87)	p0(X3, X7) :- p4(a46, X7)	0
p0(a69, a63)	p0(X3, X7) :- p4(a46, X7)	0
p5(a87)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p0(X0, a62)	p0(X3, X7) :- p4(a46, X7)	0
p9(X8, a91)	p9(a41, a91)	0
p4(a14, X39)	p4(a14, a43)	0
p3(X0, a79)	p3(a91, X3) :- p5(X3), p6(X3)	0
p4(a14, X35)	p4(a14, a89)	0
p1(a11, a81)	p1(X3, X1) :- p4(X1, X7)	0
p8(a53)	p8(X5) :- p8(X5)	0
p4(a14, X18)	p4(a14, a5)	0
p9(X30, a91)	p9(a96, a91)	0
p0(a52, a11)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X93)	p4(a14, a17)	0
p7(X1)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p4(X28, a13)	p4(a92, a13)	0
p3(X9, a60)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X37)	p4(a14, a83)	0
p9(X7, X7)	p9(a31, a31)	0
p2(a30, X0)	p2(X6, X4) :- p6(X6)	0
p1(a11, a73)	p1(X0, X8) :- p3(a18, X8)	0
p0(a69, a11)	p0(X3, X7) :- p4(a46, X7)	0
p9(X84, X84)	p9(a26, a26)	0
p0(X6, a49)	p0(X5, X9) :- p9(X9, a70)	0
p0(a66, X0)	p0(X3, X7) :- p4(a46, X7)	0
p4(a14, X15)	p4(a14, a43)	0
p0(a99, X0)	p0(X5, X9) :- p9(X9, a70)	0
p4(X213, a13)	p4(a87, a13)	0
